term,relative_search_volume
covid mental health resources,0.24039270661253617
free mental health resources,0.1954797404894488
mental health resources near me,0.15927869206639778
black mental health resources,0.1300384380950743
covid 19 mental health resources,0.13390366925347713
mental health resources mn,0.08009215842948209
teen mental health resources,0.06081459505358362
